Series Name,Series Code,Country Name,Country Code,2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Saudi Arabia,SAU,91.872,90.715,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Senegal,SEN,216.045,213.238,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Serbia,SRB,141.791,140.155,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Seychelles,SYC,201.609,200.443,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Sierra Leone,SLE,392.263,388.526,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Singapore,SGP,59.839,58.912,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Sint Maarten (Dutch part),SXM,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Slovak Republic,SVK,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Slovenia,SVN,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Small states,SST,207.4933928,206.4736267,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Solomon Islands,SLB,162.895,161.891,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Somalia,SOM,324.793,322.011,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,South Africa,ZAF,376.404,372.137,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,South Asia,SAS,195.2015491,193.0592575,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,South Asia (IDA & IBRD),TSA,195.2015491,193.0592575,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,South Sudan,SSD,350.689,347.702,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Spain,ESP,72.383,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Sri Lanka,LKA,151.16,149.194,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,St. Kitts and Nevis,KNA,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,St. Lucia,LCA,174.722,173.471,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,St. Martin (French part),MAF,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,St. Vincent and the Grenadines,VCT,206.879,205.599,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Sub-Saharan Africa,SSF,302.6438002,298.9990149,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Sub-Saharan Africa (excluding high income),SSA,302.6558652,299.0104629,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Sub-Saharan Africa (IDA & IBRD countries),TSS,302.6438002,298.9990149,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Sudan,SDN,244.878,242.683,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Suriname,SUR,219.754,218.308,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Sweden,SWE,62.062,58.136,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Switzerland,CHE,57.573,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Syrian Arab Republic,SYR,237.292,210.049,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Tajikistan,TJK,164.528,162.833,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Tanzania,TZA,249.798,246.384,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Thailand,THA,186.853,184.519,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Timor-Leste,TLS,168.862,167.259,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Togo,TGO,277.736,274.222,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Tonga,TON,213.56,212.281,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Trinidad and Tobago,TTO,186.336,185.253,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Tunisia,TUN,106.668,105.026,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Turkey,TUR,119.237,117.062,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Turkmenistan,TKM,243.687,242.389,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Turks and Caicos Islands,TCA,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Tuvalu,TUV,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Uganda,UGA,302.371,298.196,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Ukraine,UKR,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,United Arab Emirates,ARE,69.555,68.616,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,United Kingdom,GBR,87.147,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,United States,USA,137.542,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Upper middle income,UMC,127.9076904,126.2114889,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Uruguay,URY,139.322,137.619,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Uzbekistan,UZB,169.704,168.858,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Vanuatu,VUT,151.626,150.359,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,"Venezuela, RB",VEN,206.678,206.299,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Vietnam,VNM,188.583,187.466,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Virgin Islands (U.S.),VIR,70.177,68.693,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,West Bank and Gaza,PSE,126.513,124.77,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,World,WLD,168.1233147,172.1145157,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,"Yemen, Rep.",YEM,219.749,219.239,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Zambia,ZMB,321.143,317.23,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Zimbabwe,ZWE,373.207,369.227,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Afghanistan,AFG,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Africa Eastern and Southern,AFE,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Africa Western and Central,AFW,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Albania,ALB,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Algeria,DZA,1.7193,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,American Samoa,ASM,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Andorra,AND,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Angola,AGO,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Antigua and Barbuda,ATG,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Arab World,ARB,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Argentina,ARG,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Armenia,ARM,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Aruba,ABW,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Australia,AUS,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Austria,AUT,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Azerbaijan,AZE,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Bahamas, The",BHS,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Bahrain,BHR,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Bangladesh,BGD,0.5809,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Barbados,BRB,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Belarus,BLR,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Belgium,BEL,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Belize,BLZ,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Benin,BEN,0.0791,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Bermuda,BMU,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Bhutan,BTN,0.4242,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Bolivia,BOL,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Bosnia and Herzegovina,BIH,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Botswana,BWA,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Brazil,BRA,2.1643,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,British Virgin Islands,VGB,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Brunei Darussalam,BRN,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Bulgaria,BGR,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Burkina Faso,BFA,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Burundi,BDI,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Cabo Verde,CPV,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Cambodia,KHM,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Cameroon,CMR,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Canada,CAN,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Caribbean small states,CSS,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Cayman Islands,CYM,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Central African Republic,CAF,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Central Europe and the Baltics,CEB,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Chad,TCD,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Channel Islands,CHI,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Chile,CHL,2.5912,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,China,CHN,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Colombia,COL,2.1848,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Comoros,COM,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Congo, Dem. Rep.",COD,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Congo, Rep.",COG,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Costa Rica,CRI,2.8939,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Cote d'Ivoire,CIV,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Croatia,HRV,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Cuba,CUB,8.4218,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Curacao,CUW,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Cyprus,CYP,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Czech Republic,CZE,4.1208,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Denmark,DNK,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Djibouti,DJI,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Dominica,DMA,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Dominican Republic,DOM,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Early-demographic dividend,EAR,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,East Asia & Pacific,EAS,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,East Asia & Pacific (excluding high income),EAP,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Ecuador,ECU,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Egypt, Arab Rep.",EGY,0.4521,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,El Salvador,SLV,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Equatorial Guinea,GNQ,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Eritrea,ERI,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Estonia,EST,4.4833,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Eswatini,SWZ,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Ethiopia,ETH,0.0769,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Euro area,EMU,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Europe & Central Asia,ECS,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Europe & Central Asia (excluding high income),ECA,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,European Union,EUU,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Faroe Islands,FRO,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Fiji,FJI,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Finland,FIN,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Fragile and conflict affected situations,FCS,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,France,FRA,3.2672,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,French Polynesia,PYF,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Gabon,GAB,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Gambia, The",GMB,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Georgia,GEO,7.1201,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Germany,DEU,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Ghana,GHA,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Gibraltar,GIB,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Greece,GRC,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Greenland,GRL,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Grenada,GRD,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Guam,GUM,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Guatemala,GTM,0.3549,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Guinea,GIN,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Guinea-Bissau,GNB,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Guyana,GUY,0.8023,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Haiti,HTI,0.2343,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Heavily indebted poor countries (HIPC),HPC,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,High income,HIC,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Honduras,HND,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Hong Kong SAR, China",HKG,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Hungary,HUN,3.4075,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,IBRD only,IBD,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Iceland,ISL,4.0778,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,IDA & IBRD total,IBT,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,IDA blend,IDB,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,IDA only,IDX,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,IDA total,IDA,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,India,IND,0.8571,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Indonesia,IDN,0.4269,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Iran, Islamic Rep.",IRN,1.5844,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Iraq,IRQ,0.7079,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Ireland,IRL,3.3125,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Isle of Man,IMN,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Israel,ISR,4.6249,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Italy,ITA,3.9774,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Jamaica,JAM,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Japan,JPN,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Jordan,JOR,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Kazakhstan,KAZ,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Kenya,KEN,0.1565,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Kiribati,KIR,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Korea, Rep.",KOR,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Kosovo,XKX,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Kuwait,KWT,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Kyrgyz Republic,KGZ,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Lao PDR,LAO,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Late-demographic dividend,LTE,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Latin America & Caribbean,LCN,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Latin America & Caribbean (excluding high income),LAC,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Latvia,LVA,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Least developed countries: UN classification,LDC,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Lebanon,LBN,2.1038,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Lesotho,LSO,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Liberia,LBR,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Libya,LBY,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Liechtenstein,LIE,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Lithuania,LTU,6.3528,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Low & middle income,LMY,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Low income,LIC,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Lower middle income,LMC,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Luxembourg,LUX,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Macao SAR, China",MAC,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Madagascar,MDG,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Malawi,MWI,0.0358,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Malaysia,MYS,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Maldives,MDV,4.5627,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Mali,MLI,0.1286,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Malta,MLT,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Marshall Islands,MHL,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Mauritania,MRT,0.1865,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Mauritius,MUS,2.5331,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Mexico,MEX,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Middle East & North Africa,MEA,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Middle East & North Africa (excluding high income),MNA,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Middle income,MIC,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Moldova,MDA,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Monaco,MCO,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Mongolia,MNG,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Montenegro,MNE,2.7557,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Morocco,MAR,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Mozambique,MOZ,0.0838,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Myanmar,MMR,0.677,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Namibia,NAM,0.4182,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Nauru,NRU,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Nepal,NPL,0.7486,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Netherlands,NLD,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,New Caledonia,NCL,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,New Zealand,NZL,3.5898,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Nicaragua,NIC,0.9775,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Niger,NER,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Nigeria,NGA,0.3806,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,North America,NAC,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,North Macedonia,MKD,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Northern Mariana Islands,MNP,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Norway,NOR,2.9164,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Not classified,INX,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,OECD members,OED,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Oman,OMN,2.0031,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Other small states,OSS,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Pacific island small states,PSS,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Pakistan,PAK,0.9801,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Palau,PLW,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Panama,PAN,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Papua New Guinea,PNG,0.0699,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Paraguay,PRY,1.3544,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Peru,PER,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Philippines,PHL,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Poland,POL,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Portugal,PRT,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Post-demographic dividend,PST,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Pre-demographic dividend,PRE,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Puerto Rico,PRI,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Qatar,QAT,2.4852,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Romania,ROU,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Russian Federation,RUS,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Rwanda,RWA,0.134,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Samoa,WSM,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,San Marino,SMR,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Sao Tome and Principe,STP,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Saudi Arabia,SAU,2.6117,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Senegal,SEN,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Serbia,SRB,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Seychelles,SYC,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Sierra Leone,SLE,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Singapore,SGP,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Sint Maarten (Dutch part),SXM,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Slovak Republic,SVK,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Slovenia,SVN,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Small states,SST,..,..,..
